,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,row_id
24160,City Hotel,41,2017,February,9,26,2,1,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,105.0,0,0,0,24160
24161,Resort Hotel,32,2015,December,51,19,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,1,No Deposit,0,Transient,35.1,0,1,1,24161
24162,Resort Hotel,0,2017,April,16,19,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,80.75,0,0,0,24162
24163,Resort Hotel,1,2016,March,10,5,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,29.0,0,0,0,24163
24164,City Hotel,273,2015,July,29,17,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,87.0,0,0,0,24164
24165,City Hotel,46,2016,March,11,11,1,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,54.75,0,1,0,24165
24166,Resort Hotel,26,2016,November,45,2,2,5,2,0.0,0,Undefined,ITA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient,87.65,0,0,0,24166
24167,City Hotel,7,2015,October,44,29,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient-Party,65.0,0,0,0,24167
24168,City Hotel,149,2016,July,30,23,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,99.45,0,1,0,24168
24169,City Hotel,257,2015,July,27,1,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,101.5,0,0,0,24169
24170,Resort Hotel,16,2017,March,10,9,0,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,55.0,0,0,1,24170
24171,Resort Hotel,167,2015,September,37,10,4,10,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,50.15,0,2,0,24171
24172,Resort Hotel,20,2017,February,6,6,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,36.0,0,1,0,24172
24173,Resort Hotel,62,2016,March,12,18,2,7,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,78.0,1,0,0,24173
24174,Resort Hotel,52,2016,November,47,19,2,5,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,30.24,0,0,0,24174
24175,Resort Hotel,0,2016,July,28,4,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,141.0,1,0,0,24175
24176,City Hotel,255,2016,October,42,12,0,4,2,0.0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,84.43,0,1,0,24176
24177,City Hotel,136,2015,July,29,17,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient,60.0,0,0,1,24177
24178,City Hotel,17,2017,July,29,22,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,140.0,0,0,0,24178
24179,Resort Hotel,218,2016,August,36,28,4,6,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,68.0,0,1,0,24179
24180,City Hotel,59,2017,January,4,23,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,80.0,0,0,1,24180
24181,Resort Hotel,3,2015,October,44,30,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,72.0,1,1,0,24181
24182,City Hotel,33,2016,January,5,25,1,1,3,0.0,0,BB,ARG,Corporate,Corporate,0,0,0,A,D,1,No Deposit,15,Transient-Party,95.0,0,1,0,24182
24183,City Hotel,208,2017,May,21,24,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,114.4,0,0,0,24183
24184,Resort Hotel,7,2015,December,51,16,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,F,1,No Deposit,0,Transient,38.0,0,3,0,24184
24185,City Hotel,16,2017,July,29,21,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,103.32,0,1,0,24185
24186,Resort Hotel,7,2017,May,21,23,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,49.6,0,0,0,24186
24187,Resort Hotel,24,2015,October,41,10,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,0,Transient,73.0,1,2,0,24187
24188,Resort Hotel,3,2016,May,21,19,0,2,2,0.0,1,BB,ESP,Online TA,TA/TO,0,0,0,D,I,1,No Deposit,0,Transient,96.0,1,0,0,24188
24189,City Hotel,367,2015,October,43,19,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Contract,62.0,0,0,1,24189
24190,City Hotel,58,2016,September,37,8,1,3,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,90.95,0,1,0,24190
24191,Resort Hotel,155,2016,June,26,22,4,10,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Contract,76.5,0,0,1,24191
24192,City Hotel,35,2016,September,36,1,0,1,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,K,1,No Deposit,0,Transient,99.0,0,1,0,24192
24193,City Hotel,226,2016,August,35,27,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,96.0,0,0,1,24193
24194,Resort Hotel,33,2017,May,20,19,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,90.0,0,1,1,24194
24195,City Hotel,80,2016,October,44,28,2,2,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,160.65,0,1,1,24195
24196,City Hotel,13,2016,August,35,26,2,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,122.0,0,0,1,24196
24197,City Hotel,17,2015,August,34,22,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,35.2,0,0,1,24197
24198,City Hotel,206,2017,March,13,26,2,1,2,0.0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,72.0,0,0,0,24198
24199,City Hotel,87,2015,July,28,10,3,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,58.9,0,1,1,24199
24200,City Hotel,20,2016,June,27,29,0,3,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,177.0,0,0,1,24200
24201,Resort Hotel,60,2016,May,21,15,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,53.99,0,0,0,24201
24202,City Hotel,87,2016,March,11,11,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,51.97,0,1,0,24202
24203,Resort Hotel,214,2017,March,12,24,3,7,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,48.0,0,0,1,24203
24204,City Hotel,88,2015,October,41,5,1,1,1,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,77,Transient-Party,90.6,0,0,0,24204
24205,City Hotel,2,2017,May,21,22,1,2,1,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,125.0,0,0,0,24205
24206,City Hotel,179,2016,July,27,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,65.0,0,0,1,24206
24207,City Hotel,451,2017,June,25,20,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,90.0,0,0,1,24207
24208,Resort Hotel,63,2016,September,39,23,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,139.0,0,1,1,24208
24209,City Hotel,58,2017,February,8,23,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,78.0,0,0,1,24209
24210,City Hotel,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,100.0,0,0,1,24210
24211,City Hotel,136,2015,July,29,17,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient,60.0,0,0,1,24211
24212,City Hotel,43,2016,March,11,11,0,1,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,114.3,0,2,0,24212
24213,City Hotel,7,2017,February,9,27,1,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,88.0,0,0,0,24213
24214,City Hotel,268,2016,October,42,9,2,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,E,1,No Deposit,0,Transient-Party,80.75,0,0,0,24214
24215,Resort Hotel,22,2016,November,45,1,2,7,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,88.8,1,2,0,24215
24216,Resort Hotel,2,2017,July,29,21,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,147.9,0,0,1,24216
24217,City Hotel,135,2016,November,45,2,1,4,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,90.0,0,0,1,24217
24218,City Hotel,0,2015,October,42,11,2,2,2,0.0,0,BB,ROU,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,114.0,0,0,0,24218
24219,City Hotel,61,2015,October,41,4,2,0,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,73.0,0,0,0,24219
24220,City Hotel,65,2015,September,37,12,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,86.0,0,0,1,24220
24221,City Hotel,73,2016,November,46,12,2,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,93.6,0,1,0,24221
24222,City Hotel,364,2015,October,42,16,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient-Party,101.5,0,0,1,24222
24223,City Hotel,315,2016,September,38,17,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38,Transient-Party,65.0,0,0,1,24223
24224,City Hotel,10,2017,January,4,22,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,65.0,0,0,0,24224
24225,City Hotel,151,2017,May,19,13,2,2,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,0,Transient,95.0,0,0,1,24225
24226,City Hotel,50,2016,June,23,3,1,2,2,2.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,0,Transient,189.9,0,2,0,24226
24227,City Hotel,305,2016,October,40,1,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,17,Transient,100.0,0,0,1,24227
24228,City Hotel,116,2016,July,29,16,2,4,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,96.0,0,1,0,24228
24229,Resort Hotel,10,2017,July,28,10,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,0,Transient-Party,145.0,0,0,1,24229
24230,City Hotel,9,2016,November,46,11,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,0,Transient,0.0,1,3,0,24230
24231,City Hotel,262,2016,October,41,7,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,100.3,0,1,0,24231
24232,City Hotel,386,2016,July,31,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,1,24232
24233,Resort Hotel,228,2016,March,11,11,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,39.1,0,1,2,24233
24234,City Hotel,180,2016,August,32,2,0,4,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient,89.25,0,0,1,24234
24235,Resort Hotel,270,2017,July,26,1,2,6,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,103.75,0,0,0,24235
24236,City Hotel,40,2016,July,31,26,0,1,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,95.0,0,0,0,24236
24237,Resort Hotel,77,2017,March,13,26,2,3,2,0.0,0,HB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,95.2,0,3,0,24237
24238,City Hotel,160,2015,December,53,30,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,111,Transient-Party,70.0,0,0,1,24238
24239,City Hotel,1,2017,July,29,17,1,0,2,0.0,0,SC,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,106.4,0,1,0,24239
24240,City Hotel,37,2015,December,52,25,2,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,B,B,0,No Deposit,0,Transient,78.85,0,1,0,24240
24241,Resort Hotel,128,2015,September,37,6,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,97.5,0,0,0,24241
24242,City Hotel,94,2017,August,33,16,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,0,Transient,155.75,0,1,0,24242
24243,Resort Hotel,1,2017,January,4,27,1,2,1,0.0,0,BB,IRL,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient-Party,70.33,0,1,0,24243
24244,City Hotel,11,2016,March,10,3,1,3,3,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,193.0,0,0,1,24244
24245,Resort Hotel,171,2016,June,26,25,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,0,Transient,70.0,0,0,0,24245
24246,City Hotel,22,2016,March,12,16,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,0,Transient-Party,89.0,0,0,0,24246
24247,City Hotel,21,2016,February,6,6,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,91.0,0,0,1,24247
24248,City Hotel,34,2016,March,12,15,0,5,3,0.0,0,HB,SRB,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,165.6,0,1,0,24248
24249,City Hotel,301,2016,July,31,30,1,1,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,90.0,0,0,0,24249
24250,City Hotel,48,2017,June,23,6,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,150.0,0,1,0,24250
24251,City Hotel,165,2017,April,15,13,1,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,173.25,0,1,1,24251
24252,Resort Hotel,2,2016,July,32,31,1,0,2,2.0,0,HB,DEU,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,307.0,0,0,0,24252
24253,City Hotel,58,2017,February,8,23,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,78.0,0,0,1,24253
24254,City Hotel,116,2017,May,18,5,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,126.0,0,0,1,24254
24255,Resort Hotel,0,2017,February,8,21,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,60.0,0,0,0,24255
24256,City Hotel,95,2015,September,38,18,1,2,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,89.25,0,2,0,24256
24257,City Hotel,405,2017,July,27,4,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,114.4,0,0,0,24257
24258,City Hotel,191,2016,August,34,14,2,2,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,0,Transient,153.5,1,1,0,24258
24259,Resort Hotel,101,2016,April,18,29,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,47.0,0,0,1,24259
24260,City Hotel,122,2016,July,28,9,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,105.83,0,2,0,24260
24261,Resort Hotel,222,2015,September,38,15,1,5,2,0.0,0,FB,PRT,Groups,Corporate,0,25,0,A,A,0,Non Refund,0,Transient,49.95,0,0,1,24261
24262,City Hotel,29,2017,January,3,18,0,4,1,0.0,0,BB,SWE,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,65.0,0,0,0,24262
24263,City Hotel,31,2015,October,43,18,2,2,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,85.5,0,2,0,24263
24264,City Hotel,292,2016,July,30,21,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,90.0,0,0,0,24264
24265,Resort Hotel,101,2015,October,43,18,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,0,Contract,62.5,0,0,0,24265
24266,City Hotel,9,2016,June,26,21,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,133.33,0,2,0,24266
24267,City Hotel,559,2017,January,3,19,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,59.0,0,0,1,24267
24268,City Hotel,138,2015,July,30,25,0,1,2,0.0,0,BB,BRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,60.0,0,0,0,24268
24269,City Hotel,94,2016,March,14,28,1,5,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,110.75,0,1,0,24269
24270,Resort Hotel,239,2017,June,26,27,2,9,2,0.0,0,HB,POL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient-Party,153.0,0,3,0,24270
24271,City Hotel,1,2016,March,11,10,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,120.0,0,1,0,24271
24272,Resort Hotel,368,2017,June,24,17,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,200.0,0,1,1,24272
24273,City Hotel,63,2016,July,30,23,0,1,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,121.5,0,2,0,24273
24274,City Hotel,28,2016,February,6,5,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,84.65,0,0,0,24274
24275,Resort Hotel,21,2017,May,22,28,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,142.0,0,3,0,24275
24276,City Hotel,288,2016,April,17,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,1,24276
24277,Resort Hotel,182,2015,July,27,4,2,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,2,0,A,A,0,No Deposit,0,Transient,112.0,0,1,1,24277
24278,City Hotel,135,2015,December,49,5,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0,0,24278
24279,Resort Hotel,11,2015,November,48,27,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,46.4,0,2,0,24279
24280,Resort Hotel,0,2017,March,11,16,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,H,0,No Deposit,0,Transient,40.0,0,0,0,24280
24281,City Hotel,226,2017,June,24,16,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,105.0,0,0,1,24281
24282,Resort Hotel,63,2017,August,35,28,1,2,2,0.0,0,HB,GIB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,236.0,0,2,1,24282
24283,City Hotel,0,2015,August,32,4,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,90.0,0,0,0,24283
24284,City Hotel,608,2017,March,10,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,1,24284
24285,City Hotel,3,2015,September,39,21,1,0,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,77.0,0,0,0,24285
24286,Resort Hotel,61,2016,May,21,16,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,50.0,0,1,0,24286
24287,City Hotel,48,2016,August,34,18,2,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,177.3,1,2,0,24287
24288,City Hotel,22,2016,May,21,20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,140.0,0,0,1,24288
24289,City Hotel,62,2016,September,38,14,1,4,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,149.4,0,3,1,24289
24290,City Hotel,89,2015,October,40,3,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,1,24290
24291,Resort Hotel,18,2016,September,38,11,2,0,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,141.0,1,2,0,24291
24292,Resort Hotel,78,2015,August,32,8,1,1,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,181.0,0,0,1,24292
24293,City Hotel,20,2017,August,31,3,0,1,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,4,No Deposit,0,Transient-Party,190.0,0,2,0,24293
24294,City Hotel,76,2016,March,12,18,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,82.45,0,0,0,24294
24295,City Hotel,1,2015,December,53,30,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,114.0,1,1,0,24295
24296,Resort Hotel,0,2017,February,7,14,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,F,0,No Deposit,0,Transient,0.0,0,1,0,24296
24297,City Hotel,43,2016,November,46,11,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.46,0,1,0,24297
24298,City Hotel,109,2016,October,41,3,1,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,0,Transient,0.0,0,0,0,24298
24299,City Hotel,107,2016,June,24,10,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,130.0,0,0,1,24299
24300,Resort Hotel,7,2017,January,4,27,0,2,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,56.0,1,1,0,24300
24301,City Hotel,517,2016,December,50,8,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.8,0,0,1,24301
24302,City Hotel,309,2016,May,20,12,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,1,24302
24303,Resort Hotel,2,2016,December,51,15,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,D,0,No Deposit,0,Transient,39.0,0,0,0,24303
24304,Resort Hotel,134,2017,July,29,22,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,230.0,0,1,1,24304
24305,City Hotel,12,2016,February,8,14,2,3,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,129.0,0,1,0,24305
24306,City Hotel,114,2017,May,19,10,0,1,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,108.0,0,2,0,24306
24307,City Hotel,272,2017,August,33,18,0,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,89.1,0,1,0,24307
24308,City Hotel,251,2016,March,13,22,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,93,Transient,125.0,0,0,1,24308
24309,City Hotel,121,2016,June,26,24,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,90.0,0,0,1,24309
24310,Resort Hotel,203,2017,May,21,25,2,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient-Party,58.2,0,0,0,24310
24311,Resort Hotel,303,2017,May,19,10,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,0,Transient,67.5,0,2,1,24311
24312,Resort Hotel,36,2017,February,7,17,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,0,Transient,48.0,0,1,1,24312
24313,City Hotel,63,2016,November,45,1,0,4,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,93.6,0,1,0,24313
24314,City Hotel,33,2016,April,15,5,0,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,85.5,0,0,0,24314
